sku,EAN,name
128449,5906717429828,Gabbiano Friseurbedienplatz b058 perlen
128409,5906717426360,Hair System Barberstuhl new york schwarz Chrom
127411,5906717423000,Werkstattlampe led elegante 801-s mit Schraubstöckchen standard schwarz
128284,5906717426025,Werkstattlampe led elegante 801-l mit Schraubstöckchen einstellbarer Lichtstärke schwarz
128285,5906717426032,Werkstattlampe led elegante 801-tl mit Schraubstöckchen einstellbarer Lichtstärke und Lichtfarbe schwarz
127412,5906717423017,Lupenleuchte elegante 2014-2r 30 led smd 5d mit Stativ und Befestigungsklipp
130973,5906717430572,Saeyang Kabel für Kopf Marathon SH-300 für Fräskopf K38 Crafien mini
130615,5906717429668,Bedampfer Mini F-17
128137,5906717425981,Friseurwaschbecke Gabbiano Ankara schwarz mit schwarzem Schale
128922,5906717427275,Lupenleuchte s4 + Stativ schwarz
129977,7610558006862,Valera Haarglätter Swiss'x Agility Shine&Brush
129237,5906717428128,Gabbiano Hocker Florenz schwarz
129349,5906717428258,Kosmetikschreibtisch 310 weiß rechts
128923,5906717427282,Lupenleuchte s5 led + Stativ schwarz
128918,5906717427237,Gabbiano Infrarothaube Trockenhaube mit Wandarm 868a schwarz
128919,5906717427244,Gabbiano Infrarothaube Trockenhaube mit Stativ 868-1 schwarz
128954,5906717427398,"Ultraschallreiniger acd-7920 0,85 L 55W weiß"
128924,5906717427299,Gabbiano Saunahaube mit Stativ 658
131179,5906717430947,Kosmetikwagen Podologie Y-200 weiß
131525,5906717431326,Paraffin grün natural 200g
130976,5906717430596,Handtuchwärmer mit UVC-Sterilisator 16 L weiß
130977,5906717430602,Handtuchwärmer mit UVC-Sterilisator 16 L schwarz
130978,5906717430619,Handtuchwärmer mit UVC-Sterilisator 23 L schwarz
130979,5906717430626,Handtuchwärmer mit UVC-Sterilisator 23 L weiß
131030,5906717430848,Mini-Polierblock orange 50 St. prc
131016,5906717430701,Profi-Metallfußreibe fs-12
131027,5906717430817,Profi-Metallfußreibe fs-15
131017,5906717430718,Ersatz-Feilblätter für Metallreibe fs-12 10 St. Körnung 100
131028,5906717430824,Ersatz-Feilblätter für Metallreibe fs-15 10 St. Körnung 180
131018,5906717430725,Ersatz-Feilblätter für Metallreibe fs-12 10 St. Körnung 180
131029,5906717430831,Ersatz-Feilblätter für Metallreibe fs-15 10 St. Körnung 100
128920,5906717427251,Gabbiano Trockenhaube mit Stativ 1600 1 Geschwindigkeit weiß
131770,5901810005290,"Apis Couperose-Stop, Algenmaske 20g"
131771,5901810005283,apis detox entgiftende Algenmaske mit Bambuskohle und ionisiertem Silber 20g
132324,5907621809720,Adapter eu - uk
131184,5906717430961,Einweg-PE-Handschuhe 100 St. 6g 26x24 standard
130863,5906717430220,Gabbiano Barberstuhl dario schwarz
129113,5906717427572,Podologischer Arbeitswagen 984 grau
131772,5901810005276,"Apis Himbeerglühen, Algenmaske mit gefriergetrockneten Himbeeren 20g"
131774,5901810005269,"Apis Oxy O2, sauerstoffhaltige Algenmaske 20g"
130351,5906717429354,Koffer champion big case
130918,5906717430251,Armatur für Friseur-Waschanlage Chrom
130917,5906717430244,Handbrause für Friseur-Waschbecken
129143,5906717427701,Auftrageflasche mit Kamm für Haarfärbemittel Farbenmix
131418,5906717431173,Staubabsaugung Momo J403
132563,5906717433061,Polierblock violett 10 St. prc
129168,5906717427930,Barberschürze bb-05
129171,5906717427961,Barberschürze bb-16
130920,5906717430275,Kamm carbon antistatic 06600
130921,5906717430282,Kamm carbon antistatic 06700
130922,5906717430299,Kamm carbon antistatic 06819
130923,5906717430305,Kamm carbon antistatic 8180
130924,5906717430312,Kamm carbon antistatic 06100
130925,5906717430329,Kamm carbon antistatic 06923
130949,5906717430428,Kamm carbon antistatic 06969
129155,5906717427817,Friseurumhang j-04
129156,5906717427824,Friseurumhang j-05
129157,5906717427831,Friseurumhang j-06
129159,5906717427855,Friseurumhang j-08
129160,5906717427862,Friseurumhang j-17
129161,5906717427879,Friseurumhang j-51
129305,5906717428210,Friseurumhang j-19
129175,5906717428005,Friseurmaske Gesichtsschutzschild
129144,5906717427718,Haarfärbepinsel mit Kamm d-08 Silber
129176,5906717428012,Barbiermatte klein
129177,5906717428029,Barbiermatte mittelgroß
129178,5906717428036,Barbiermatte groß
129179,5906717428043,Barbiermatte Rasierklinge
130930,5906717430374,Staubentferner Staubpinsel Einhorn
130931,5906717430381,Staubentferner Staubpinsel Goldfisch
130932,5906717430398,Staubentferner Staubpinsel Fisch schwarz
130933,5906717430404,Staubentferner Staubpinsel Fisch violett-blau
129181,5906717428067,Glasbehälter für Instrumentendesinfektion q5b 800 ml
131579,5906717431371,Hair System Friseurstuhl hs202 schwarz
129137,5906717427657,Friseur-Sprühflasche Whisky Chrom A-10 500 ml
129139,5906717427664,Friseur-/ Barbier-Sprühflasche Silber A-12 300 ml
129140,5906717427671,Friseur-Sprühflasche Schädel 500 ml
129142,5906717427695,Friseur-Sprühflasche Kugel 200 ml
129147,5906717427749,Bartbürste Kardätsche h-63
129148,5906717427756,Bartbürste Kardätsche h-64
129149,5906717427763,Bartbürste Kardätsche h-69 mit Box
129145,5906717427725,Barbier-Nackenpinsel
130926,5906717430336,Haarbürste p-63
130927,5906717430343,Haarbürste O-13
129186,5906717428111,Barbier Talkumpuder-Zerstäuber
130994,5906717430664,Behandlungslampe led all4light lashes line 2 schwarz mit Halterung
130995,5906717430671,Behandlungslampe led all4light lashes line 2 silber mit Halterung
133093,5906717434877,Behandlungslampe led all4light lashes line 2 schwarz mit Stativ
133094,5906717434884,Behandlungslampe led all4light lashes line 2 silber mit Stativ
130993,5906717430657,Kasseten-Staubabsaugung zum Einbau Momo professionell J02 weiß
129184,5906717428098,WANDHALTERUNG FÜR HAARTROCKNER q96 Chrom
129185,5906717428104,WANDHALTERUNG FÜR HAARTROCKNER q97 Schwarz
131863,5906717431746,Holzspatel für Enthaarung Set 400 St.
130939,5906717430411,Enthaarungsstreifen 100 St. rosa iWAX
131419,5906717431180,Beutel für Staubabsaugung MOMO J403
131541,5906717431340,Hochfrequenzstab für D'arsonval - Löffelelektrode
131542,5906717431357,Hochfrequenzstab für D'arsonval - Kammelektrode
131543,5906717431364,Hochfrequenzstab für D'arsonval Kugelelektrode
131854,5906717431708,"Holzspatel klein 140x6x1,4mm - 100 St."
131860,5906717431722,Holzspatel mittelgroß 114x10x2mm - 100 St.
131861,5906717431739,Holzspatel groß 150x18x1.8mm - 150 St.
133091,5906717434860,Holzspatel groß 150x18x1.8mm - 50 St.
131870,5906717431777,Armatur für Friseur-Waschanlage Chrom
130226,5906717429279,Lafomed Autoklav lfss03aa touch mit Drucker 3 L Klasse B medizinisch
132695,5906717433450,Lafomed Autoklav lfss03aa lcd 3 L Klasse B medizinisch
131872,5906717431791,Handbrause für Friseur-Waschbecken schwarz
130975,5906717430589,Saeyang Nagelfräser Marathon Escort III White + h200
131681,5906717431500,Ultraschallreiniger Denson F6-B - 750 ml
131817,5906717431685,Gabbiano Friseurwagen 265 schwarz
131982,5906717431944,KOSMETIK-GERÄTEWAGEN 090
131987,5906717431999,Kosmetikhocker am-877 Schwarz
132090,5906717432224,"Kabel für Kopf marathon sde-h200,sde-sh300s, sde-sh30n sh20n weiß"
132791,5906717433955,Basic 202 Kosmetikliege mit Schubladen schwarz
133064,5906717434716,Friseurumhang j-05
131991,5906717432026,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 0,25mm 192 TITANNADELN"
131992,5906717432033,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 0,3mm 192 TITANNADELN"
131993,5906717432040,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 0,5mm 192 TITANNADELN"
131994,5906717432057,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 0,75mm 192 TITANNADELN"
131995,5906717432064,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 1,0mm 192 TITANNADELN"
131996,5906717432071,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 1,5mm 192 TITANNADELN"
131997,5906717432088,"DERMAROLLER ZUR MESOTHERAPIE ROSE GOLD 2,0mm 192 TITANNADELN"
132193,5906717432620,Abflussschlauch für Autoklaven Lafomed
131986,5906717431982,Kosmetikhocker am-877 Weiß
131989,5906717432019,Kosmetikhocker gold am-961 Schwarz
131988,5906717432002,Kosmetikhocker gold am-961 Weiß
129394,5906717428395,Kosmetikhocker am-302 Grau
132033,5906717432118,Kosmetikhocker am-312 Grau
128287,5906717426056,Ein schwarzes Stativ für die Lampe Elegante
130397,5906717429446,Gabbiano Friseur waschbecken Florenz schwarz
130398,5906717429453,Gabbiano Friseur waschbecken Florenz grau
133534,5906717436819,Gabbiano Friseur waschbecken Florenz nussbaum schwarz
131981,5906717431937,KOSMETIK-GERÄTEWAGEN 091
130823,5906717430183,Saunahaube mit Stativ grau mit aktivem Ozon
133538,5900117973387,Farmona Parfüm Hand & Körpercreme Schönheit 300ml
133539,5900117973394,Farmona Parfüm Hand & Körpercreme Glamour 300ml
133543,5900117973844,Farmona Schneckenreparatur aktive Verjüngungscreme mit Schneckenschleim 150ml
133547,5900117973264,farmona dermo schlanke intensive schlankheits- und straffende creme 500ml
133548,5900117973141,Farmona Algenmaske mit Vitamin C 500ml
133549,5900117973158,Farmona Algenmaske mit Hyaluronsäure 160 g
133559,5900117010020,farmona far-x aktives starkes Hebekonzentrat - Heimgebrauch 5x5ml
133561,5900117003350,Farmona Face Roller Aktivkonzentrat Anti-Aging für Mikronadel-Mesotherapie-Behandlungen 5x5ml
133562,5900117009284,Farmona Trycho Technologie Spezialist Haarstärkendes Shampoo 250ml
133564,5900117009338,Farmona Trycho Technologie Spezialist Kopfhaut Peeling 200ml
133565,5900117009345,Ampullen für Spezialisten der Farmona Trycho-Technologie zur Stärkung von geschwächtem und ausfallendem Haar 10x5 ml
133567,5900117098721,farmona pure icon Reinigungsmilch 500ml
133569,5900117098738,farmona pure icon feuchtigkeitsspendendes Tonikum 500ml
133570,5900117002704,farmona pure icon beruhigendes Tonikum 500ml
133571,5900117094082,Farmona Pure Icon Enzym Peeling 200ml
133574,5900117951576,farmona pure icon multifunktionales Mizellengel zur Gesichts- und Augen-Make-up-Entfernung 500ml
133581,5900117951521,Farmona Retin Gold goldene straffende und aufhellende Maske 200ml
133582,5900117951538,Farmona Retin Gold glättende und aufhellende Anti-Aging-Creme 150ml
133583,5900117951545,Farmona Retin Gold heben und beleuchten Augencreme 50ml
133585,5900117590034,farmona Augenkontur dermale Glättung dreifache Augencreme 30ml
133591,5900117007136,"Farmona Set aktiver Hautpflegekonzentrate (Derma Akne + * 2, Hydra Quest * 2, Amber Lavi * 2, Skalpell * 2, Dermacos * 2) 10x5ml"
133592,5900117002636,Farmona Neuro Lift + aktives Dermo-Lifting-Konzentrat 10x5ml
133595,5900117001547,Farmona Dermaacne + Birne Gesichtswaschgel 500ml
133596,5900117001561,Farmona Dermaacne + antibakterielles Tonikum 500ml
133597,5900117035122,farmona dermaacne + aktives normalisierendes Konzentrat 5x5ml
133599,5900117001011,farmona dermaacne + Lockerungsmaske 200ml
133600,5900117001028,farmona dermaacne + adstringierende Maske 200ml
133601,5900117001585,farmona dermaacne + mattierende Feuchtigkeitscreme 150ml
133602,5900117008003,farmona hydra quest aktives feuchtigkeitsspendendes konzentrat 10x5ml
133603,5900117098769,farmona hydra quest feuchtigkeitsspendende und straffende Massagecreme 280ml
133604,5900117001042,farmona hydra quest feuchtigkeitsspendende und straffende Maske 200ml
133605,5900117098790,farmona hydra quest intensive feuchtigkeitscreme 150ml
133607,5900117094198,farmona dermacos beruhigende und stärkende Maske 200ml
133608,5900117094112,Farmona Dermacos Kräftigungscreme für Couperose Haut 150ml
133617,5900117096444,Farmona Guarana schlankes Anti-Cellulite-Körperpeeling 600 g
133618,5900117096468,Farmona Guarana schlankes Anti-Cellulite-Massageöl 950ml
133619,5900117096451,Farmona Guarana schlanke Anti-Cellulite-Körpermaske 500ml
133620,5900117096475,Farmona Guarana schlanke Anti-Cellulite-Körperbutter 500ml
133622,5900117951590,Farmona Hände langsame Altersaufhellung und Anti-Aging-Paraffin-Handmaske 300ml
133626,5900117006993,"farmona Hände & Nägel Künstler Vitamin Balsam-Maske für Hände, Nägel und Nagelhaut 280ml"
133631,5900117094976,Farmona Hände reparieren feuchtigkeitsspendendes Handsorbet 500ml
133633,5900117001332,Farmona Samthände Hand Peeling 500 g
133634,5900117001349,Farmona Samt Hände Hand Crememaske 500ml
133635,5900117097281,Farmona exotische Maniküre Zucker Hand Peeling 300g
133637,5900117097267,farmona exotische Maniküre Regenerationscreme für Hände und Nägel 500ml
133639,5900117093627,farmona nivelazione mineralisches Fußbadesalz 1250 g
133640,5900117093634,farmona nivelazione Fußpeeling 500ml
133641,5900117093825,farmona nivelazione weichmachende Fußmaske 500ml
133642,5900117093610,farmona nivelazione erfrischende Fußcreme 500ml
133643,5900117097229,farmona glatte Füße Grapefruit Fußbadesalz 1250 g
133644,5900117097236,Farmona glatte Füße Grapefruit Fußpeeling 500 g
133645,5900117097250,farmona glatte Füße feuchtigkeitsspendende Fußcreme 500ml
133647,5900117012345,Farmona podologische Säure stark weichmachendes Fußbadesalz mit Aha- und Bha-Säuren 1250 g
133648,5900117012338,Farmona Podologic Säure Peeling Fußgel 75ml
133649,5900117098936,farmona podologic Kräuter intensiv weichmachender Fußschaum 165ml
133650,5900117098929,farmona podologic Kräuter weichmachende Fußbad Perlen 800g
133651,5900117098905,Farmona podologisches Kräuterfußpeeling 500ml
133652,5900117098851,farmona podologic Kräuter regenerierende Fußcreme 500ml
133653,5900117098868,Farmona Podologisches Lipidsystem Cremepflaster für Hornhaut 500ml
133654,5900117098974,Farmo podologisches Lipidsystem hypoallergene Salbe für rissige Füße 75ml
133655,5900117001134,farmona podologic fitness antibakterielles Fußbadesalz mit Silberionen 1250 g
133656,5900117001370,Farmona Podologic Fitness Fußpeeling mit Silberionen 500 g
133657,5900117001226,Farmona Podologic Fitness antibakterielle Fußcreme mit Silberionen 500ml
133674,5900117069936,"farmona Hände & Nägel Künstler Vitamin Balsam-Maske für Hände, Nägel und Nagelhaut 50ml"
134271,5900117973851,Farmona Expert Wimpern Schaum Shampoo zur Reinigung von Gesicht und Wimpern 100ml
134272,5900117973868,farmona Experte Wimpern Gesichtsreinigungsschaum 150ml
126603,5906717420900,Led-lampe für wimpern und make-up polluks iv typ msp-mj-02 black edition mit fernbedienung
105881,5901810041663,"Apis Optima, Bade- und Duschlotion mit Mineralien aus dem Toten Meer, 1l"
133717,5901810004279,Apis Hyaluron 4d mit Snap-8-Peptid 30 ml
133721,5901810004552,"Apis Couperose Stop, Tonikum für Couperose Haut mit Acerola, 500 ml"
133722,5901810005016,"Apis Akne-Stop-Heimtherapie, Milch, 300 ml"
133727,5901810004347,"apis Nachtfieber feuchtigkeitsspendende Handpflegecreme, 300 ml"
133728,5901810004361,"Apis Nachtfieber beleuchtende Körperlotion, 300 ml"
134937,7610558012832,Valera Welleisen Frise
132523,5906717433009,Halterung für Einwegbetttuch Komfort
132453,5906717432880,Einbau-Staubabsorber Momo S-41 Chrom
132455,5906717432903,Einbau-Staubabsorber Momo S-41 schwarz
131780,5906717431562,Gabbiano Barberstuhl boss old leather schwarz
129327,5906717428234,Gerät Elegante Platinum T8 Anti-Aging & Body-Shaping System
132080,5906717432156,Kosmetikschreibtisch 310 weiß links
131508,5906717431272,Fußbadewanne mit Rollen für Pediküre Chrom
131510,5906717431296,Fußbadewanne mit Rollen für Pediküre weiß
132085,5906717432200,Filter für Schreibtisch-Staubabsaugung 310 und 312
133026,5906717434648,Fußschalter für Kosmetikliegen Kate und Basic 4 Motoren
133036,5906717434709,Gabbiano Friseur-Saunahaube jy-150
126885,5906717422454,Fußpflegestuhl Pediküre hilton creme
126886,5906717422461,Fußpflegestuhl Pediküre hilton schwarz
132746,5906717433535,"Ultraschallreiniger acd-7920 0,85 L 55W schwarz"
134959,5900117974803,Farmona Parfüm Hand & Körper Creme Gold 300ml
132661,5906717433405,Gabbiano Styling-Stuhl gold bologna schwarz
132990,5906717435270,Gabbiano Friseurbedienplatz mit Waschbecken b085 schwarz
133212,5906717435393,codos Aufsätze für Haarschneidemaschinen chc-331
133213,5906717435409,codos Aufsätze für Haarschneidemaschinen codos chc-980
133214,5906717435416,"codos  Aufsätze für Haarschneidemaschinen chc-918, chc-919 und t9"
132163,5906717432422,Gabbiano Empfangstheke pearl weiß
131930,5906717431890,activ power Nagelfräser tragbar jd308
132167,5906717432460,Gabbiano Friseur waschbecken vigo schwarz
132172,5906717432514,Gabbiano Friseurstuhl vigo schwarz
132168,5906717432477,Gabbiano Barber-Waschanlage Simone schwarz
131859,5906717431715,Elektrische Massageliege Azzurro 819a 3 Motoren weiß
132889,5906717434167,Nagelfräser mit Absaugung Exo Supernova
105485,5901810000127,Apis neutralisationsgel (kühlungsgel) 200ml
132562,5906717433054,Mini-Polierblock grau 50 St. prc
132856,5906717434136,Elektrische Kosmetikliege Podologie Kate 4 Motoren weiß
135034,5906717437717,Ersatzdüsen für Munddusche iFanze
135182,5906717438127,Uhr Dekoration Lüfter
128659,5906717426612,Activ Power JD700 Elektrische Nagelfräser Violett
132537,5906717433023,Gabbiano Barberstuhl giulio gold schwarz
132538,5906717433030,Gabbiano Barberstuhl giulio silver schwarz
131506,5906717431258,"UV-Glühbirne für Sterilisator UV-C Blue, Blue New, Germix"
131927,5906717431869,Hydraulische Podologie Kosmetikliege 112 weiß
131929,5906717431883,Hydraulische Podologie Kosmetikliege 112 schwarz
131928,5906717431876,Hydraulische Podologie Kosmetikliege 112 grau
133508,5906717436734,Gabbiano Barberstuhl pietro schwarz
133430,5906717436529,Klappbarer Schminkstuhl Aluminium schwarz
132209,5906717432651,Gabbiano Barberstuhl igor schwarz
132950,5906717433801,Gabbiano Friseurstuhl Lyon schwarz
130597,5906717431692,Gabbiano Kosmetikhocker q-4599 grau
131957,5906717431906,Pediküre-Fußstütze activ podo weiß
131958,5906717431913,Pediküre-Fußstütze activ podo grau
131959,5906717431920,Pediküre-Fußstütze activ podo schwarz
133209,5906717436505,Lampe UV LED Glow X 54W
133421,5906717435362,LAMPE UV DUAL LED SUN 5 48W USB
133144,5906717434808,Wimpern-Behandlungsstuhl ivette grey
133145,5906717434969,Wimpern-Behandlungsstuhl ivette rosa
133146,5906717434976,Wimpern-Behandlungsstuhl ivette weiß
132719,5906717433481,Beinauflage für Pediküre bell schwarz
136035,5900117974988,Farmona Hydra Technologie hoch Peeling-Lösung 500ml
136034,5900117974971,Farmona Hydra Technologie stark regenerierende Lösung 500ml
136036,5900117974995,Farmona Hydra Technologie hoch feuchtigkeitsspendende Lösung 500ml
133208,5906717435355,Hochtemperatursterilisator wx-12c
132428,5906717432828,Staubabsaugung für Pediküre Azzurro f18a weiß
132429,5906717432835,Staubabsaugung für Pediküre Azzurro f18a chrom
132430,5906717432842,Staubabsaugung für Pediküre Azzurro f18 chrom
132431,5906717432859,Staubabsaugung für Pediküre Azzurro f18 weiß
132432,5906717432866,Montagesatz für Staubabsaugung Azzurro F18
133201,5906717435447,Elektrische Massageliege 079 1 Motor weiß
133202,5906717435454,Elektrische Massageliege 079 1 Motor schwarz
133089,5906717434846,Lafomed Autoklav standard line lfss18aa led mit Drucker 18 L Klasse B medizinisch
133090,5906717434853,Lafomed Autoklav standard line lfss23aa led mit Drucker 23 L Klasse B medizinisch
132081,5906717432163,Kosmetiktisch 312 weiß rechts
133139,5906717435287,Gabbiano Friseurstuhl Florence mit verstellbarer Kopfstütze schwarz
133142,5906717434792,Gabbiano Friseurstuhl Venedig schwarz
133143,5906717434815,Gabbiano Friseurstuhl Venedig grau
133237,5906717436260,Friseur-/ Barbier-Sprühflasche Gold A-12 300 ml
133238,5906717435508,Friseur-/ Barbier-Sprühflasche Schwarz 300 ml
133275,5906717435874,Rasiermesser razor i59 schwarz
133777,5906717436826,Gabbiano Barberstuhl francesco gold schwarz
134171,5906717437182,Fußbadewanne-Schüssel mit Massagerollen weiß lich
133278,5906717435904,Friseurumhang j-73
133281,5906717435935,Friseurumhang j-15
133283,5906717435959,Friseurumhang j-33
133285,5906717435973,Friseurumhang j-26
133287,5906717435997,Friseurumhang j-36
133282,5906717435942,Friseurumhang j-16
133273,5906717435850,Rasiermesser razor i43
133276,5906717435881,Rasiermesser razor i45
133264,5906717435768,Friseur-Nackenpinsel Schwarz
133265,5906717435775,Nackenwedel Friseur-Nackenpinsel Holz
133266,5906717435799,Nackenwedel Friseur-Nackenpinsel weiße Borsten
133244,5906717435560,Haarfärbepinsel d-07
133245,5906717435577,Haarfärbepinsel d-12 Spitze
136598,5906717440687,Haarfärbepinsel mit Kamm d-08 Schwarz
136600,5906717435553,Haarfärbepinsel mit Kamm d-04
134229,5906717437298,TATTOO Cartridge El Cartel 0.35mm 23 Soft Edge Magnum 10 stk.
134243,5906717437441,TATTOO Cartridge El Cartel 0.35mm 21 Soft Edge Magnum LT 10 stk.
134244,5906717437458,TATTOO Cartridge El Cartel 0.35mm 23 Soft Edge Magnum LT 10 stk.
133255,5906717435676,"Friseur Haarnadeln E-62 150 St. 4,9cm Schwarz"
133256,5906717435683,"Friseur Haarnadeln E-63 150 St. 4,9cm schwarz"
133257,5906717435690,Friseur-Haarnadeln e-65 300 St. 5cm schwarz
133258,5906717435706,Friseur-Haarnadeln e-65 300 St. 6cm schwarz
133259,5906717435713,Friseur-Haarnadeln e-65 300 St. 7cm schwarz
133247,5906717435591,"Friseur-Haarspangen Clips e-13 6 St. 11,5cm mix neon"
133248,5906717435607,"Friseur-Haarschneideklammer carbon e-15 6 St. 11,5cm schwarz"
133249,5906717435614,"Friseur-Haarschneideklammer e-17 10 St.10,5cm schwarz"
133252,5906717435645,"Friseur Krabben-Haarspangen e-47 12 St. 8,2cm Farbmix"
133260,5906717435720,Friseur-Papierkragen 5 Stk. weiß
133261,5906717435737,Friseur-Papierkragen 5 Stk. schwarz
133949,5906717436994,Friseurkragenbox aus Papier - schwarz
133950,5906717437007,Friseurkragenbox aus Papier - weiß
133309,5906717436215,Friseur-Kurzzeitmesser q-45
133289,5906717436017,Friseurschürze k32 schwarz
133290,5906717436024,Friseurschürze k33 clear
133292,5906717436048,Kamm carbon antistatic 0518
133304,5906717436161,Tubenausdrücker Tubenpresse
133296,5906717436086,Set Kämme Carbon N-20 9 St.
133306,5906717436185,Friseurspiegel rund mit Griff q-35
133307,5906717436192,Doppel-Friseurspiegel klappbar
133311,5906717436239,Fußmatte / Bodenmatte für Friseurstuhl rechteckig
133312,5906717436246,Fußmatte / Bodenmatte für Friseurstuhl halbrund
133279,5906717435911,Haarfärbeschale c-23 schwarz
133305,5906717436178,Magnet-Armband für Clips schwarz
133277,5906717435898,Behälter für Abfälle - Rasierklingen
133272,5906717435843,Bartbürste Kardätsche h-59
133301,5906717436147,Scherenständer Silber
133302,5906717436130,Scherenständer Gold
133262,5906717435744,Silikon-Haarfärbepinsel Set
136599,5906717435539,Set zum Auftragen von Haarfärbemitteln C-01
133171,5906717435225,Gabbiano Saunahaube mit Stativ Schwarz mit aktivem Ozon
133162,5906717435133,Gabbiano Trockenhaube mit Stativ 1600 1 Geschwindigkeit schwarz
133163,5906717435140,Gabbiano Infrarothaube Trockenhaube mit Stativ 628 schwarz
133167,5906717435188,Gabbiano Infrarothaube Trockenhaube mit Stativ 938 weiß
133168,5906717435195,Gabbiano Infrarothaube Trockenhaube mit Stativ 938 schwarz
134992,5906717437656,Kosmetikhocker am-303-2 Weiß
134993,5906717437663,Kosmetikhocker am-303-2 Schwarz
135187,5906717438165,Beutel für Staubabsaugung zum Einbau MOMO S41
132960,5906717433900,Tattoostuhl Massagestuhl pro ink 1811b
133970,5906717437137,Handauflage für Maniküre MOMO 4-M weiß
135476,5906717439629,Aroma Diffusor Luftbefeuchter spa 16 dark wood 130ml
133310,5906717436222,PE-Einweghauben 100 St.
133505,5906717436703,Friseur-Strähnenhaube
133964,5906717437076,Wachs-Heizgerät Pro Wax 700 Dose 500 ml 120W weiß
133965,5906717437083,Wachs-Heizgerät Roll-On Single FO 40W weiß
133966,5906717437090,Wachs-Heizgerät Roll-On Single FO 40W rosa
133967,5906717437106,Wachs-Heizgerät Roll-On Single F2 40W weiß
134995,5906717437670,Fuß für Friseurstuhl quadratisch inox l009
134996,5906717437687,Fuß für Friseurstuhl rund inox l010
132971,5906717434242,BEISTELLWAGEN TATTOO PRO INK 1015 SCHWARZ
135719,5906717440526,Beutel für Staubabsaugung 585 Set 5 St.
135716,5906717440496,Massageroller Jadeit grün
137080,5900117975091,Farmona podologisches medizinisches Enzym Fußpeeling 200 ml
137081,5900117975107,farmona podologic medizinisches konzentriertes Serum zur Nagelpflege mit Symptomen der Onycholyse 15 ml
137082,5909000658066,farmona podologische medizinische Creme für die Haut- und Nagelpflege mit Symptomen einer Mykose 15 ml
137680,5906717443008,Paraffingerät 300W Set XL
134997,5906717437694,Antrieb für Friseurstühle d04
132869,5906717434150,Höhenverstellbare Fußbadewanne für Pediküre Chrom
132972,5906717434259,BEISTELLWAGEN TATTOO PRO INK 1031 SCHWARZ
137802,5906717443213,MANICURE ARMLEHNE MOMO PROFESSIONAL WEIß
137804,5906717443237,MOMO PROFESSIONAL GRAU MANICURE ARMLEHNE
137672,5906717442964,OCHO NAILS ACETON ERDBEER 100ML
137673,5906717442957,ACETON ERDBEER 1000ML
137674,5906717442940,ACETON ERDBEER 500ML
137676,5906717442995,NAGELENTFERNER 100ML
137677,5906717442988,NAGELENTFERNER 1000ML
137678,5906717442971,NAGELENTFERNER 500ML
133161,5906717435126,GABBIANO HÄNGETROCKNER 1600A EINE SCHWARZE GESCHWINDIGKEIT
133509,5906717436741,"Wachspresse iWAX 4000 ML, 200W schwarz"
138249,5901810005771,APIS NERIKANKEN SALZ BIS FUß MIT HARNSTOFF 650 G
138251,5901810005894,APIS Api-Podo Regenerations-Feuchtigkeitscreme bis Fuß 100ml
138252,5901810005900,APIS Api-Podo Fußerweichungsgel mit Harnstoff 30% 100ml
136728,5906717440922,MINI PRO203 SILBER NAGELFRÄSER
136729,5906717440939,MINI PRO203 ROSA NAGELFRÄSER
136900,5906717441516,FUßANTRIEB FÜR AZZURRO 4 MOTOREN MIT HEIZUNG
138243,5901810005665,APIS Couporose- Legierung Algenmaske für Gefäß teint 100g
138248,5901810005672,"APIS Express Lifting Algowa Maske mit TENS-Komplex ""UP 100 g"
138223,5901810005788,APIS LIFTING PEPTIDE Ultraschall-Liftlifting-Spannergel mit SNAP-8 Peptid 200 ML
138224,5901810005795,APIS LIFTING PEPTIDE Lifting – Spannende Augenmaske mit SNAP-8 TM Peptid 50ml
131806,5906717431661,EXO ÖKO CX3 NAGELFRÄSER
135395,5906717439346,GABBIANO FRISEUR SIDEKICK SOLO SILBER SCHWARZ
135396,5906717439353,Gabbiano Friseurassistentin Solo gold – grau
135397,5906717439360,GABBIANO FRISEURWÄSCHE C37 SCHWARZ
138301,5906717443817,KOSMETIKFLOCKEN BAUMWOLLE 500 G 1200 STUCK
138302,5906717443800,BAUMWOLL-Kosmetikflocken 250 G 600 STUCK
137734,5906717443060,WACHSWÄRMER PRO WAX DOSE THERMOSTAT 400 ML 120W WEIß
133199,5906717435423,Sillon Kosmetikstuhl mit Küvetten weiß
134887,5906717437625,ELEKTRISCHE KOSMETIKLIEGE AZZURRO 708B EXCLUSIVE 4 MOTOREN BEHEIZT
134888,5906717437632,ELEKTRISCHE KOSMETIKLIEGE AZZURRO 708BS PEDI PRO EXCLUSIVE 3 MOTOREN BEHEIZT
140781,5906660139270,"NATURLINE BAUMWOLLKOMPRESSEN 150G 16,5cm x18cm"
140778,5906660139447,FOLIE BODY WRAP LAYER 20SZT 160cm x 200cm
