"sku";"EAN";"name";"description";"category";"weight";"qty";"price";"tax";"brand";"images"
"148137";"5906717457302";"Kamm Loft NN-09 14,5 x 5,5 cm";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Kombination von Stil und Funktionalität</strong></h2>  <p>Der elegante <strong>Bambus-Friseurkamm Loft NN-09</strong> verbindet modernes Design mit natürlichen Elementen und verleiht dem täglichen Gebrauch einen einzigartigen Charakter. <strong>Leicht und handlich</strong>, mit Liebe zum Detail gefertigt, bietet es <strong>eine hervorragende Funktionalität</strong> und sieht auch äußerst ästhetisch aus. Es ist ideal sowohl für die Arbeit im Salon als auch für den täglichen Gebrauch zu Hause.</p>  <h2><strong>Einzigartiges Design und Nachhaltigkeit</strong></h2>  <p><strong>Der gerade Rücken</strong> verleiht dem Kamm ein modernes Aussehen und sorgt gleichzeitig<strong> für Leichtigkeit und Tragekomfort</strong>. Bambus ist ein ausgezeichnetes Material – <strong>ökologisch und langlebig</strong>, widerstandsfähiger gegen Feuchtigkeit als Holz. Die Profilierung garantiert <strong>einen sicheren Halt und ein präzises Manövrieren während des Stylings</strong>, wodurch Sie professionelle Ergebnisse erzielen können. Der Kamm ist <strong>mit dicken, weit auseinander stehenden Zähnen</strong> in Schwarztönen ausgestattet, die das Kämmen erleichtern. Die Zähne schonen das Haar, <strong>minimieren das Risiko von Schäden</strong> und verleihen den Strähnen Glätte und Glanz.&nbsp;</p>  <p><strong>Daten:</strong><br>Farbe: Holz- und Schwarztöne<br>Maße: 14,5 x 5,5 cm&nbsp;<br>Zahnabstand: 4 mm</p>";"Friseur und saloneinrichtung>Kämme";"0.0400";"251";"3.05";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148137_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148137_02_0608.jpg"
"148149";"5906717457272";"Kamm Loft NN-09 18,9 x 5,3 cm";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.&nbsp;</p>  <h2><strong>Kombination von Stil und Funktionalität</strong></h2>  <p>Der elegante <strong>Bambus-Friseurkamm Loft NN-09 mit Griff</strong> verbindet modernes Design mit natürlichen Elementen und verleiht dem täglichen Gebrauch einen einzigartigen Charakter.<strong> Leicht und handlich</strong>, mit Liebe zum Detail gefertigt, bietet es <strong>eine hervorragende Funktionalität</strong> und sieht auch äußerst ästhetisch aus. Es ist ideal sowohl für die Arbeit im Salon als auch für den täglichen Gebrauch zu Hause.</p>  <h2><strong>Einzigartiges Design und Nachhaltigkeit</strong></h2>  <p><strong>Der konturierte Griff </strong>verleiht dem Kamm ein modernes Aussehen und sorgt gleichzeitig <strong>für Leichtigkeit und Bedienkomfort</strong>. Bambus ist ein ausgezeichnetes Material – <strong>ökologisch und langlebig</strong>, widerstandsfähiger gegen Feuchtigkeit als Holz. Das breite Profil garantiert<strong> einen sicheren Halt und präzises Manövrieren während des Stylings</strong>, wodurch Sie professionelle Ergebnisse erzielen können. Der Kamm ist mit feinen, schmal beieinander liegenden Zähnen in Schwarztönen ausgestattet, die das Haar schonen, <strong>das Risiko von Schäden minimieren und ihm Glätte und Glanz verleihen</strong>.&nbsp;</p>  <p><strong>Daten:</strong><br>Farbe: Holz- und Schwarztöne<br>Maße: 18,9 x 5,3 cm<br>Zahnabstand: 2 mm</p>";"Friseur und saloneinrichtung>Kämme";"0.0350";"209";"3.05";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148149_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148149_02_0608.jpg"
"148151";"5906717457296";"Kamm Loft NN-09 15,5 x 5,4 cm";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Kombination von Stil und Funktionalität</strong></h2>  <p>Der elegante <strong>Bambus-Friseurkamm Loft NN-09</strong> verbindet modernes Design mit natürlichen Elementen und verleiht dem täglichen Gebrauch einen einzigartigen Charakter. <strong>Leicht und handlich</strong>, mit Liebe zum Detail gefertigt, <strong>bietet es eine hervorragende Funktionalität</strong> und sieht auch äußerst ästhetisch aus. Es ist ideal sowohl für die Arbeit im Salon als auch für den täglichen Gebrauch zu Hause.</p>  <h2><strong>Einzigartiges Design und Nachhaltigkeit</strong></h2>  <p><strong>Der ergonomisch geformte Rücken</strong> verleiht dem Kamm ein modernes Aussehen und sorgt gleichzeitig <strong>für Leichtigkeit und Tragekomfort</strong>. Bambus ist ein ausgezeichnetes Material – <strong>ökologisch und langlebig</strong>, widerstandsfähiger gegen Feuchtigkeit als Holz. Die sanfte Biegung garantiert <strong>einen sicheren Halt und eine präzise Manövrierfähigkeit beim Styling</strong> für professionelle Ergebnisse. Der Kamm ist mit kleinen, schmal beieinander liegenden Zähnen in Schwarztönen ausgestattet, die <strong>das Kämmen erleichtern</strong>. Die Zähne schonen das Haar, <strong>minimieren das Risiko von Schäden</strong> und verleihen den Strähnen Glätte und Glanz.&nbsp;</p>  <p><strong>Daten:</strong><br>Farbe: Holz- und Schwarztöne<br>Maße: 14,5 x 5,5 cm&nbsp;<br>Zahnabstand: 1 mm</p>";"Friseur und saloneinrichtung>Kämme";"0.0290";"425";"3.05";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148151_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148151_02_0608.jpg"
"148503";"5906717459122";"Schattierungskamm";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Praktischer Beschattungskamm</strong></h2>  <p><strong>Der Schattierungskamm</strong> ist ein praktisches Werkzeug, das sorgfältig <strong>für präzise und komplizierte Schnitte </strong>entwickelt wurde und einen natürlichen Schattierungseffekt garantiert. <strong>Die ergonomische Form und das präzise Design</strong> ermöglichen sanfte Übergänge und eine genaue Abstufung der Haarlänge, was perfekt <strong>für die Kreation trendiger Fade-Frisuren</strong> ist. Das Produkt eignet sich sowohl für Profis, die nach Perfektion streben, als auch für Menschen, die Wert auf hohe Qualität und Präzision bei der Haarpflege zu Hause legen. Dieses praktische Hilfswerkzeug eignet <strong>sich perfekt zum Schneiden verschiedener Haartypen und zum Stylen von Frisuren </strong>und sorgt für einen präzisen und effektiven Schnitt. Der Kamm aus strapazierfähigem Kunststoff ist <strong>leicht zu reinigen</strong> und damit ein unverzichtbares Werkzeug für alle, die nach Perfektion beim Schneiden streben.</p>  <p><strong>Daten:</strong><br>Farbe: Grautöne<br>Gesamtlänge: 21 cm<br>Grifflänge: 14 cm</p>";"Friseur und saloneinrichtung>Kämme";"0.0560";"93";"2.34";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148503_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148503_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148503_03_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148503_04_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148503_05_0608.jpg"
"149384";"5906717459825";"Flexible Bürste O-327";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Komfortables und effektives Entwirren der Haare</strong></h2>  <p><strong>Die flexible Bürste O-327</strong> ist ein flexibles Werkzeug, das sich <strong>perfekt an die Kopfform anpasst</strong> und ein schmerzfreies Entwirren von trockenem und nassem Haar gewährleistet, ohne es herauszuziehen. Ausgestattet mit <strong>einem durchbrochenen Körper</strong>, der eine viel effektivere Luftzirkulation während des Trocknens ermöglicht, <strong>was zu einem besseren Schutz des Haares vor hohen Temperaturen</strong> führt und den Stylingkomfort verbessert, und <strong>der ergonomische Griff</strong> sorgt für ein angenehmes Halten. Die Bürste eignet sich auch perfekt zum Verteilen von Masken und Conditionern und <strong>bietet gleichzeitig eine Kopfmassage</strong>, die die Durchblutung anregt. Dieses Modell ist für alle Haartypen geeignet, auch für dickes und krauses Haar.</p>  <p><strong>Daten:</strong><br>Die Farbe wird nach dem Zufallsprinzip versandt.<br>Gesamtlänge: 23,5 cm<br>Grifflänge: 11 cm</p>";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.0800";"51";"3.45";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149384_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149384_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149384_03_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149384_04_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149384_05_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149384_06_0608.jpg"
"148481";"5906717458927";"Friseur-Papierkragen 5 Stk. rot";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Idealer Schutz und Kundenkomfort</strong></h2>  <p>Selbstklebende <strong>Einweg-Halsbänder</strong> aus flexiblem und strapazierfähigem Seidenpapier sorgen nicht nur für Komfort, sondern auch für Hygiene bei jedem Besuch. <strong>Verpackt ist das Produkt in Form von Rollen</strong>, von denen Sie die flexiblen Friseurkragen gebrauchsfertig einfach abreißen können. <strong>Praktisch und nützlich im Arbeitsalltag</strong>, sind sie hautschonend und gleichzeitig extrem langlebig. <strong>Sie eignen sich perfekt für alle Friseurdienstleistungen</strong>, einschließlich Haarschnitte, Färben und Schönheitsbehandlungen.</p>  <p>5 Rollen enthalten.&nbsp;<br>Farbe: Rottöne</p>";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.4940";"140";"6.09";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148481_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148481_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148481_03_0608.jpg"
"148567";"5906717459504";"Barber Sprühgerät Shine gold";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Ein praktisches Accessoire in jedem Friseursalon</strong></h2>  <p><strong>Das Profi-Friseurspray Shine </strong>sorgt für eine zuverlässige und präzise Benetzung der Haare. Beim Betätigen des Sprühhebels entsteht ein Unterdruck, der <strong>es ermöglicht, das Wasser in Form eines feinen Nebels abzugeben</strong>. Hergestellt aus strapazierfähigem Kunststoff, ist es ideal für jeden Friseursalon und <strong>gewährleistet Zuverlässigkeit im täglichen Gebrauch</strong>. Das Metallic-Finish verleiht ihm einen einzigartigen Charakter. Ergonomisch geformte Griffpunkte erleichtern die Handhabung und <strong>ermöglichen ein einfaches und sicheres Greifen</strong>.&nbsp;</p>  <p>Farbe: Goldtöne</p>";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.0680";"276";"4.67";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148567_01_0608.jpg"
"148482";"5906717458934";"Friseur-Papierkragen 5 Stk. blau";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Idealer Schutz und Kundenkomfort</strong></h2>  <p>Selbstklebende <strong>Einweg-Halsbänder</strong> aus flexiblem und strapazierfähigem Seidenpapier sorgen nicht nur für Komfort, sondern auch für Hygiene bei jedem Besuch. <strong>Verpackt ist das Produkt in Form von Rollen</strong>, von denen Sie die flexiblen Friseurkragen gebrauchsfertig einfach abreißen können. <strong>Praktisch und nützlich im Arbeitsalltag</strong>, sind sie hautschonend und gleichzeitig extrem langlebig. <strong>Sie eignen sich perfekt für alle Friseurdienstleistungen</strong>, einschließlich Haarschnitte, Färben und Schönheitsbehandlungen.</p>  <p>5 Rollen enthalten.&nbsp;<br>Farbe: Blautöne</p>";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.4940";"185";"6.09";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/148482_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148482_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/148482_03_0608.jpg"
"149387";"5906717459856";"Barber Sprayer für Talkumpuder gold";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Praktisches Barber-Sprayer für Talkumpuder</strong></h2>  <p><strong>Mit einem stilvollen Sprühgerät mit Gummikugel</strong> können Sie schnell und bequem Talkumpuder auf die Haut auftragen, das überschüssigen Schweiß neutralisiert, Hautreizungen vermeidet und das Entfernen von Haarresten nach dem Schneiden erheblich erleichtert.<strong> Das Reservoir aus Glas </strong>ist durch ein Metallelement in Goldtönen mit der Glühbirne verbunden. Die Sprühflasche ist <strong>kompakt und leicht</strong>, was sie zu einem idealen Werkzeug sowohl für professionelle Friseure als auch für den Heimgebrauch macht.&nbsp;</p>";"Friseur und saloneinrichtung>Haarstyling-Accessoires";"0.1100";"76";"9.35";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149387_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149387_02_0608.jpg"
"149388";"5906717459863";"Barberumhang mit Gummizug J-455 ";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Sauberkeit während der Behandlungen</strong></h2>  <p><strong>Der Friseurumhang J-455</strong> ist ein unverzichtbares Ausrüstungsstück für jeden Friseur oder Friseursalon. <strong>Es trägt dazu bei, hohe Sauberkeitsstandards</strong> aufrechtzuerhalten und den Körper und die Kleidung des Kunden während der Haarbehandlung effektiv vor Spritzern zu schützen. Es kann auch in anderen spezialisierten Salons, einschließlich Schönheitssalons, verwendet werden. Ein dekoratives Muster auf der Vorderseite verleiht dem Cape Charakter. </p>  <h2><strong>Vielseitigkeit und Funktionalität</strong></h2>  <p>Es eignet sich perfekt <strong>für alle Dienstleistungen, die in Schönheitssalons angeboten werden</strong>, einschließlich Schönheitsbehandlungen und Malen.<strong> Es schützt die Kleidung professionell vor Schmutz</strong> mit Produkten, die bei Behandlungen verwendet werden. Es ist auch praktisch, wenn es sowohl trocken als auch nass geschnitten wird – es verhindert, dass abgeschnittene Haare unter die Kleidung gelangen. <strong>Das Gummiband um den Hals verringert die Wahrscheinlichkeit, dass Haare unter den Umhang gelangen</strong>, schützt perfekt davor und garantiert einen noch besseren Schutz. In Schönheitssalons kann es vor allem beim Auftragen von Make-up oder Henna-Behandlungen verwendet werden.</p>  <h2><strong>Gewährleisten Sie den Kundenkomfort</strong></h2>  <p>Das Produkt besteht <strong>aus schwarzem wasserdichtem Material</strong>, das eine problemlose Reinigung ermöglicht und ausreichend vor allen Arten von Spritzern schützt.<strong> Dank ihrer universellen Größe und der Möglichkeit der Anpassung </strong>dank Druckknöpfen am Hals eignen sie sich für jeden Kunden, unabhängig von seiner Körpergröße, und sorgen <strong>für Komfort</strong> während des Eingriffs.</p>  <p>Farbe: Schwarztöne</p>";"Friseur und saloneinrichtung>Friseurumhänge";"0.2400";"5";"7.92";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149388_01_0708.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149388_02_0708.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149388_03_0708.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149388_04_0708.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149388_05_0708.jpg"
"149389";"5906717459870";"Barbierumhang mit Gummiband, J-456";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Sauberkeit während der Behandlungen</strong></h2>  <p><strong>Der Friseurumhang J-456</strong> ist ein unverzichtbares Ausrüstungsstück für jeden Friseur oder Friseursalon. <strong>Es trägt dazu bei, hohe Sauberkeitsstandards</strong> aufrechtzuerhalten und den Körper und die Kleidung des Kunden während der Haarbehandlung effektiv vor Spritzern zu schützen. Es kann auch in anderen spezialisierten Salons, einschließlich Schönheitssalons, verwendet werden. Ein dekoratives Muster auf der Vorderseite verleiht dem Cape Charakter. </p>  <h2><strong>Vielseitigkeit und Funktionalität</strong></h2>  <p>Es eignet sich perfekt <strong>für alle Dienstleistungen, die in Schönheitssalons angeboten werden</strong>, einschließlich Schönheitsbehandlungen und Malen.<strong> Es schützt die Kleidung professionell vor Schmutz</strong> mit Produkten, die bei Behandlungen verwendet werden. Es ist auch praktisch, wenn es sowohl trocken als auch nass geschnitten wird – es verhindert, dass abgeschnittene Haare unter die Kleidung gelangen. <strong>Das Gummiband um den Hals verringert die Wahrscheinlichkeit, dass Haare unter den Umhang gelangen</strong>, schützt perfekt davor und garantiert einen noch besseren Schutz. In Schönheitssalons kann es vor allem beim Auftragen von Make-up oder Henna-Behandlungen verwendet werden.</p>  <h2><strong>Gewährleisten Sie den Kundenkomfort</strong></h2>  <p>Das Produkt besteht <strong>aus schwarzem wasserdichtem Material</strong>, das eine problemlose Reinigung ermöglicht und ausreichend vor allen Arten von Spritzern schützt.<strong> Dank ihrer universellen Größe und der Möglichkeit der Anpassung </strong>dank Druckknöpfen am Hals eignen sie sich für jeden Kunden, unabhängig von seiner Körpergröße, und sorgen <strong>für Komfort</strong> während des Eingriffs.</p>  <p>Farbe: Schwarztöne</p>";"Friseur und saloneinrichtung>Friseurumhänge";"0.2400";"91";"7.92";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149389_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149389_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149389_03_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149389_04_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149389_05_0608.jpg"
"149390";"5906717459887";"Barbierumhang mit Gummiband, J-457 ";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Sauberkeit während der Behandlungen</strong></h2>  <p><strong>Der Friseurumhang J-457</strong> ist ein unverzichtbares Ausrüstungsstück für jeden Friseur oder Friseursalon. <strong>Es trägt dazu bei, hohe Sauberkeitsstandards</strong> aufrechtzuerhalten und den Körper und die Kleidung des Kunden während der Haarbehandlung effektiv vor Spritzern zu schützen. Es kann auch in anderen spezialisierten Salons, einschließlich Schönheitssalons, verwendet werden. Ein dekoratives Muster auf der Vorderseite verleiht dem Cape Charakter. </p>  <h2><strong>Vielseitigkeit und Funktionalität</strong></h2>  <p>Es eignet sich perfekt <strong>für alle Dienstleistungen, die in Schönheitssalons angeboten werden</strong>, einschließlich Schönheitsbehandlungen und Malen.<strong> Es schützt die Kleidung professionell vor Schmutz</strong> mit Produkten, die bei Behandlungen verwendet werden. Es ist auch praktisch, wenn es sowohl trocken als auch nass geschnitten wird – es verhindert, dass abgeschnittene Haare unter die Kleidung gelangen. <strong>Das Gummiband um den Hals verringert die Wahrscheinlichkeit, dass Haare unter den Umhang gelangen</strong>, schützt perfekt davor und garantiert einen noch besseren Schutz. In Schönheitssalons kann es vor allem beim Auftragen von Make-up oder Henna-Behandlungen verwendet werden.</p>  <h2><strong>Gewährleisten Sie den Kundenkomfort</strong></h2>  <p>Das Produkt besteht <strong>aus schwarzem wasserdichtem Material</strong>, das eine problemlose Reinigung ermöglicht und ausreichend vor allen Arten von Spritzern schützt.<strong> Dank ihrer universellen Größe und der Möglichkeit der Anpassung </strong>dank Druckknöpfen am Hals eignen sie sich für jeden Kunden, unabhängig von seiner Körpergröße, und sorgen <strong>für Komfort</strong> während des Eingriffs.</p>  <p>Farbe: Schwarztöne</p>";"Friseur und saloneinrichtung>Friseurumhänge";"0.2400";"165";"7.92";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149390_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149390_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149390_03_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149390_04_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149390_05_0608.jpg"
"149392";"5906717459900";"Schürze schwarz K-508";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Ein praktisches Element eines Friseuroutfits</strong></h2>  <p><strong>Eine Friseurschürze K-508</strong> ist ein unverzichtbares Element in der Garderobe eines jeden Profis in der Friseurbranche. <strong>Verstellbare Nacken- und Hüftgurte </strong>ermöglichen eine freie Anpassung an verschiedene Körperformen und garantieren Komfort bei längerer Arbeit. Hochwertiges Material in Schwarztönen <strong>schützt vor Wasser, Farbstoffen und Haaren</strong>, Metallelemente in Goldtönen verleihen dem Ganzen Eleganz. Die Schürze <strong>zeichnet sich durch Langlebigkeit und Bedienkomfort aus</strong>. Die gut verteilten Taschen in verschiedenen Größen eignen sich ideal zum Verstauen wichtiger Werkzeuge wie Kämme, Scheren oder Clips. Das ästhetische Design der Schürze sorgt für einen professionellen Look und <strong>bietet Komfort und Funktionalität</strong>.&nbsp;</p>  <p>Illustrative Fotos. Zubehör ist nicht im Lieferumfang enthalten.</p>";"Friseur und saloneinrichtung>Friseurumhänge";"0.3600";"9";"20.32";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149392_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149392_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149392_03_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149392_04_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149392_05_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149392_06_0608.jpg"
"149654";"5906717460432";"Sitzantrieb 210 Basic";"<p>Seit vielen Jahren bietet die Marke <strong>ACTIVESHOP </strong>eine breite Palette von Produkten an, die sich gut für den professionellen Einsatz in vielen Branchen eignen. Das verfügbare Sortiment umfasst Artikel aus verschiedenen Kategorien, von kleinem, notwendigem Zubehör bis hin zu Spezialgeräten.</p>  <h2><strong>Einfache Höhenverstellung des Friseurstuhls</strong></h2>  <p>Der praktische <strong>Hydraulikzylinder, der an die Kosmetikstühle Basic 210 angepasst</strong> ist, ermöglicht es Ihnen, die Höhe des Stuhls jederzeit und ohne Verwendung der Hände frei einzustellen. Dies garantiert ein <strong>ergonomisches Arbeiten</strong>, dank der Möglichkeit, die Sitzhöhe sowohl an die Höhe des Kunden als auch an die Person anzupassen, die den Eingriff durchführt. Es ermöglicht Ihnen, <strong>die Höhe des Stuhls im Bereich von +/- 14 Zentimetern zu ändern</strong>.</p>  <h2><strong>Eleganz und Funktionalität</strong></h2>  <p><strong>Die solide Konstruktion</strong> und die sorgfältige Verarbeitung sorgen für einen langen, leisen und störungsfreien Betrieb. Der Antrieb ist<strong> ein Ersatzteil, sein Austausch ist unkompliziert</strong>. Das Produkt besteht aus langlebigen Materialien, die <strong>leicht zu reinigen sind und eine lange Nutzung gewährleisten</strong>. Das polierte Finish verleiht ihm ein elegantes Aussehen.</p>";"Ersatzteile und zubehör";"12.0000";"27";"81.10";"23%";"ACTIVESHOP";"https://b2b.activeshop.com.pl/media/catalog/product/1/4/149654_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149654_02_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/4/149654_03_0608.jpg"
"150176";"5906717461354";"Saeyang Cutter Extraktionsvorrichtung";"<p>Die Marke <strong>Saeyang </strong>bietet hochwertige Werkzeuge, die bei professionellen Maniküre- und Pedikürebehandlungen nützlich sind. Die von Kosmetikerinnen geschätzten Produkte von Saeyang zeichnen sich durch hervorragende Verarbeitungsqualität, Präzision und den Einsatz innovativer Lösungen aus.&nbsp;</p>  <h2><strong>Effizienter und sicherer Fräserwechsel</strong></h2>  <p><strong>Ein Cutter-Abzieher</strong> ist ein unverzichtbares Zubehör in Schönheitssalons, das <strong>einen effizienten und sicheren Austausch der Cutter ermöglicht</strong>. Die Verwendung von speziell entwickelten Rillen erleichtert die Handhabung und ermöglicht ein <strong>einfaches und schonendes</strong> Entfernen der Messer vom Griff.</p>";"Fräsgeräte und fräser>Zubehör für Fräsgeräte";"0.0380";"54";"12.19";"23%";"SAEYANG";"https://b2b.activeshop.com.pl/media/catalog/product/1/5/150176_01_0608.jpg,https://b2b.activeshop.com.pl/media/catalog/product/1/5/150176_02_0608.jpg"
